1336		B		53360		982
1337		P		53520		1005
1338		B		53440		772
1339		B		53480		848
1340		P		53640		883
1341		B		53560		755
1342		B		53600		737
1343		I		53760		7405
1344		B		53680		590
1345		B		53720		483
1346		P		53880		1149
1347		B		53800		928
1348		B		53840		998
1349		P		54000		964
1350		B		53920		800
1351		B		53960		894
1352		P		54120		892
1353		B		54040		828
1354		B		54080		819
1355		I		54240		7361
1356		B		54160		540
1357		B		54200		490
1358		P		54360		1169
1359		B		54280		997
1360		B		54320		876
1361		P		54480		885
1362		B		54400		860
1363		B		54440		840
1364		P		54600		978
1365		B		54520		813
1366		B		54560		801
1367		I		54720		7373
1368		B		54640		554
1369		B		54680		475
1370		P		54840		1123
1371		B		54760		851
1372		B		54800		946
1373		P		54960		1011
1374		B		54880		952
1375		B		54920		820
1376		P		55080		828
1377		B		55000		770
1378		B		55040		829
1379		I		55200		7345
1380		B		55120		576
1381		B		55160		539
1382		P		55320		1136
1383		B		55240		996
1384		B		55280		968
1385		P		55440		1028
1386		B		55360		832
1387		B		55400		842
1388		P		55560		878
1389		B		55480		839
1390		B		55520		766
1391		I		55680		7427
1392		B		55600		501
1393		B		55640		473
1394		P		55800		1142
1395		B		55720		956
1396		B		55760		1031
1397		P		55920		1039
1398		B		55840		904
1399		B		55880		858
1400		P		56040		835
1401		B		55960		771
1402		B		56000		807
1403		I		56160		7400
1404		B		56080		550
1405		B		56120		527
1406		P		56280		1164
1407		B		56200		890
1408		B		56240		893
1409		P		56400		927
1410		B		56320		805
1411		B		56360		954
1412		P		56520		953
1413		B		56440		796
1414		B		56480		785
1415		I		56640		7385
1416		B		56560		627
1417		B		56600		549
1418		P		56760		1103
1419		B		56680		1044
1420		B		56720		971
1421		P		56880		1045
1422		B		56800		840
1423		B		56840		851
1424		P		57000		931
1425		B		56920		713
1426		B		56960		837
1427		I		57120		7342
1428		B		57040		619
1429		B		57080		579
1430		P		57240		1199
1431		B		57160		914
1432		B		57200		882
1433		P		57360		928
1434		B		57280		770
1435		B		57320		784
1436		P		57480		1017
1437		B		57400		893
1438		B		57440		730
1439		I		57600		7389
1440		B		57520		609
1441		B		57560		510
1442		P		57720		1069
1443		B		57640		1000
1444		B		57680		1003
1445		P		57840		1050
1446		B		57760		888
1447		B		57800		859
1448		P		57960		947
1449		B		57880		840
1450		B		57920		897
1451		I		58080		7374
1452		B		58000		558
1453		B		58040		516
1454		P		58200		1165
1455		B		58120		884
1456		B		58160		971
1457		P		58320		1075
1458		B		58240		779
1459		B		58280		770
1460		P		58440		985
1461		B		58360		770
1462		B		58400		715
1463		I		58560		7330
1464		B		58480		561
1465		B		58520		511
1466		P		58680		1172
1467		B		58600		931
1468		B		58640		942
1469		P		58800		927
